outcome,aigc_probability,original_path,review_symlink
FP,0.97558594,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img160420.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/001462_score-0.9756_img160420.jpg
FP,0.97509766,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img160570.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/001612_score-0.9751_img160570.jpg
FP,0.97705078,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img160579.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/001621_score-0.9771_img160579.jpg
FP,0.97412109,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img160627.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/001669_score-0.9741_img160627.jpg
FP,0.97656250,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img160656.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/001698_score-0.9766_img160656.jpg
FP,0.97705078,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img160942.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/001984_score-0.9771_img160942.jpg
FP,0.97509766,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img161366.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/002408_score-0.9751_img161366.jpg
FP,0.97656250,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img161482.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/002524_score-0.9766_img161482.jpg
FP,0.97607422,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img161610.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/002651_score-0.9761_img161610.jpg
FP,0.98095703,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img161623.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/002664_score-0.9810_img161623.jpg
FP,0.97753906,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img161799.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/002840_score-0.9775_img161799.jpg
FP,0.97412109,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img161976.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003017_score-0.9741_img161976.jpg
FP,0.97753906,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162012.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003053_score-0.9775_img162012.jpg
FP,0.97509766,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162042.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003083_score-0.9751_img162042.jpg
FP,0.98339844,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162047.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003088_score-0.9834_img162047.jpg
FP,0.97460938,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162135.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003176_score-0.9746_img162135.jpg
FP,0.97558594,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162189.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003230_score-0.9756_img162189.jpg
FP,0.97412109,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162271.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003312_score-0.9741_img162271.jpg
FP,0.98486328,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162389.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003430_score-0.9849_img162389.jpg
FP,0.97412109,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162799.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003840_score-0.9741_img162799.jpg
FP,0.97705078,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162832.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003873_score-0.9771_img162832.jpg
FP,0.97900391,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162837.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003878_score-0.9790_img162837.jpg
FP,0.97412109,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162842.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003883_score-0.9741_img162842.jpg
FP,0.97607422,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img162925.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/003966_score-0.9761_img162925.jpg
FP,0.97412109,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img163146.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/004187_score-0.9741_img163146.jpg
FP,0.97998047,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img163363.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/004404_score-0.9800_img163363.jpg
FP,0.97753906,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img163399.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/004440_score-0.9775_img163399.jpg
FP,0.97607422,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img163574.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/004615_score-0.9761_img163574.jpg
FP,0.97607422,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img163661.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/004702_score-0.9761_img163661.jpg
FP,0.97558594,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Real/coco/coco/coco2017/val2017/img163809.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_positives_coco/004850_score-0.9756_img163809.jpg
FN,0.96630859,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/0043fbaa145d5c0a2a40d46645ed83cb.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005001_score-0.9663_0043fbaa145d5c0a2a40d46645ed83cb.jpg
FN,0.97314453,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/00470ad00ea26cb498a51499f937e52b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005002_score-0.9731_00470ad00ea26cb498a51499f937e52b.jpg
FN,0.97363281,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/0052d17a5ef60d0d179717f85046f4b1.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005003_score-0.9736_0052d17a5ef60d0d179717f85046f4b1.jpg
FN,0.07250977,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/00c573bb9bc5a7eb21bc3be7ae501662.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005005_score-0.0725_00c573bb9bc5a7eb21bc3be7ae501662.jpg
FN,0.79199219,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/00d73c1e7e3b3890737927fc56ce6e63.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005007_score-0.7920_00d73c1e7e3b3890737927fc56ce6e63.jpg
FN,0.97265625,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/01007fafc81c71ac48435ee0c7d4f2e3.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005009_score-0.9727_01007fafc81c71ac48435ee0c7d4f2e3.jpg
FN,0.97070312,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/010d7366d58b4b5c787bcad069c1730b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005010_score-0.9707_010d7366d58b4b5c787bcad069c1730b.jpg
FN,0.96533203,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/012bdc65f98678a9d2f300d3828985c2.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005011_score-0.9653_012bdc65f98678a9d2f300d3828985c2.jpg
FN,0.94335938,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/01686507673b71e4d1fae61f9f3f305b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005013_score-0.9434_01686507673b71e4d1fae61f9f3f305b.jpg
FN,0.97070312,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/0199b3d7eac3efb5e6a57ec8044c6f87.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005014_score-0.9707_0199b3d7eac3efb5e6a57ec8044c6f87.jpg
FN,0.94677734,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/019e486743b8e231bc299da988d9e6c8.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005015_score-0.9468_019e486743b8e231bc299da988d9e6c8.jpg
FN,0.90722656,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/021108a4d05cd0b11e99b0138260665a.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005017_score-0.9072_021108a4d05cd0b11e99b0138260665a.jpg
FN,0.97070312,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/0256205126a50f7e83488b229ad926b8.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005018_score-0.9707_0256205126a50f7e83488b229ad926b8.jpg
FN,0.97314453,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/02c359a2bd6af2a45834b8ea3c86f63d.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005020_score-0.9731_02c359a2bd6af2a45834b8ea3c86f63d.jpg
FN,0.96923828,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/02c38b86651eb0b1d5b9f61262d508ee.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005021_score-0.9692_02c38b86651eb0b1d5b9f61262d508ee.jpg
FN,0.17907715,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/02e9dfc8287798fdac01d4461933d577.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005022_score-0.1791_02e9dfc8287798fdac01d4461933d577.jpg
FN,0.78710938,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/0304eaaaac6b68aec926d8544f214c81.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005023_score-0.7871_0304eaaaac6b68aec926d8544f214c81.jpg
FN,0.96923828,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/031844ca3fc6976c3f7e27610993b1dc.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005025_score-0.9692_031844ca3fc6976c3f7e27610993b1dc.jpg
FN,0.96728516,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/032adbac54f2e53fbefb58dfa5c05d73.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005026_score-0.9673_032adbac54f2e53fbefb58dfa5c05d73.jpg
FN,0.95800781,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/03aa56112f102b4497c1067d89d3de75.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005028_score-0.9580_03aa56112f102b4497c1067d89d3de75.jpg
FN,0.96875000,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/042346a5a0950c816b3eec5a543462c5.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005029_score-0.9688_042346a5a0950c816b3eec5a543462c5.jpg
FN,0.97314453,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/044f4f988518587886dc78b7d1da2b45.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005030_score-0.9731_044f4f988518587886dc78b7d1da2b45.jpg
FN,0.96630859,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/04b89f4920d9cd392bb6521250256fb3.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005031_score-0.9663_04b89f4920d9cd392bb6521250256fb3.jpg
FN,0.96337891,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/04c4079b8c37703b654ee05f2da9d71b.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005032_score-0.9634_04c4079b8c37703b654ee05f2da9d71b.jpg
FN,0.35913086,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/05902e52fb144e8fed59ef1ee0869e97.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005037_score-0.3591_05902e52fb144e8fed59ef1ee0869e97.jpg
FN,0.96679688,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/061125bbe93758dfb0d061c40e1019f3.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005039_score-0.9668_061125bbe93758dfb0d061c40e1019f3.jpg
FN,0.96337891,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/064511de32ccec75414b9f2ce3ac8130.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005040_score-0.9634_064511de32ccec75414b9f2ce3ac8130.jpg
FN,0.97216797,/home/s/sookmun/aigc-storage/data/competition_reference/raw/Images/Diffusion_based/DALLE/DALLE/Advanced/DALLE3/dalle3/202311011943129901ca391019566e/068ebb34284b9566d51c19f2b750cb21.jpg,/home/s/sookmun/aigc-storage/outputs/20260830-222806_dinov3_multiscale_a100_verified_120k_competition_best/competition_reference_clean/error_review_tpr_at_1fpr/false_negatives_dalle/005042_score-0.9722_068ebb34284b9566d51c19f2b750cb21.jpg
